"respID";"taskID";"setID";"prodID1";"prodID2";"prodID3";"choice";"age";"gender";"region"
38529;3;143;69;42;126;3;30;"male";"Trøndelag"
38529;4;544;45;68;34;3;30;"male";"Trøndelag"
38529;5;490;65;79;134;3;30;"male";"Trøndelag"
38529;6;621;123;10;37;3;30;"male";"Trøndelag"
38529;7;775;91;50;120;3;30;"male";"Trøndelag"
38529;8;905;123;111;54;3;30;"male";"Trøndelag"
38529;9;937;51;49;39;3;30;"male";"Trøndelag"
38529;10;842;1;115;9;3;30;"male";"Trøndelag"
38529;11;23;62;28;109;3;30;"male";"Trøndelag"
38529;12;923;120;3;110;3;30;"male";"Trøndelag"
3757;1;956;5;6;68;3;44;"female";"Rogaland"
3757;2;309;124;124;125;1;44;"female";"Rogaland"
3757;3;135;77;46;77;3;44;"female";"Rogaland"
3757;4;821;122;21;41;3;44;"female";"Rogaland"
3757;5;923;120;3;110;1;44;"female";"Rogaland"
3757;6;224;87;12;140;3;44;"female";"Rogaland"
3757;7;166;41;128;102;2;44;"female";"Rogaland"
3757;8;217;8;108;133;3;44;"female";"Rogaland"
3757;9;290;50;68;29;3;44;"female";"Rogaland"
3757;10;989;45;47;19;1;44;"female";"Rogaland"
3757;11;581;65;99;12;1;44;"female";"Rogaland"
3757;12;72;71;61;84;3;44;"female";"Rogaland"
46404;1;588;86;12;88;2;33;"male";"Vestland"
46404;2;575;29;105;93;3;33;"male";"Vestland"
46404;3;141;56;126;130;3;33;"male";"Vestland"
46404;4;722;52;42;106;3;33;"male";"Vestland"
46404;5;865;55;43;73;1;33;"male";"Vestland"
46404;6;859;66;88;61;3;33;"male";"Vestland"
46404;7;153;43;96;111;2;33;"male";"Vestland"
46404;8;294;54;12;94;1;33;"male";"Vestland"
46404;9;277;18;101;90;2;33;"male";"Vestland"
46404;10;463;114;12;24;3;33;"male";"Vestland"
46404;11;41;138;77;116;2;33;"male";"Vestland"
46404;12;431;88;80;50;2;33;"male";"Vestland"
47435;1;90;126;11;87;2;52;"male";"Oslo"
47435;2;316;40;10;39;3;52;"male";"Oslo"
47435;3;223;65;144;89;3;52;"male";"Oslo"
47435;4;528;80;57;84;3;52;"male";"Oslo"
47435;5;116;143;18;131;3;52;"male";"Oslo"
47435;6;606;47;108;90;1;52;"male";"Oslo"
47435;7;774;80;65;31;3;52;"male";"Oslo"
47435;8;747;71;17;118;3;52;"male";"Oslo"
47435;9;456;21;135;66;3;52;"male";"Oslo"
47435;10;598;28;70;66;1;52;"male";"Oslo"
47435;11;854;51;28;141;1;52;"male";"Oslo"
47435;12;39;86;40;130;1;52;"male";"Oslo"
39938;1;159;84;130;39;3;33;"female";"Rogaland"
39938;2;752;63;50;11;3;33;"female";"Rogaland"
39938;3;209;11;113;44;1;33;"female";"Rogaland"
39938;4;374;12;115;61;1;33;"female";"Rogaland"
39938;5;818;24;31;82;2;33;"female";"Rogaland"
39938;6;34;113;91;50;3;33;"female";"Rogaland"
39938;7;516;26;17;63;3;33;"female";"Rogaland"
39938;8;13;30;108;105;1;33;"female";"Rogaland"
39938;9;69;66;133;107;3;33;"female";"Rogaland"
39938;10;895;141;91;55;2;33;"female";"Rogaland"
39938;11;755;55;135;23;3;33;"female";"Rogaland"
39938;12;409;76;77;133;3;33;"female";"Rogaland"
10642;1;308;103;53;87;2;59;"female";"Vestland"
10642;2;278;31;24;2;3;59;"female";"Vestland"
10642;3;89;2;88;37;3;59;"female";"Vestland"
10642;4;928;13;22;102;2;59;"female";"Vestland"
10642;5;537;112;144;63;1;59;"female";"Vestland"
10642;6;983;76;56;107;3;59;"female";"Vestland"
10642;7;291;2;51;71;3;59;"female";"Vestland"
10642;8;424;9;30;48;2;59;"female";"Vestland"
10642;9;880;14;63;74;3;59;"female";"Vestland"
10642;10;286;135;55;13;1;59;"female";"Vestland"
10642;11;908;66;104;102;2;59;"female";"Vestland"
10642;12;671;116;75;140;2;59;"female";"Vestland"
32313;1;121;121;5;47;3;24;"female";"Oslo"
32313;2;110;60;42;128;3;24;"female";"Oslo"
32313;3;158;10;4;134;1;24;"female";"Oslo"
32313;4;64;21;90;34;2;24;"female";"Oslo"
32313;5;483;75;125;64;3;24;"female";"Oslo"
32313;6;910;60;9;109;1;24;"female";"Oslo"
32313;7;477;120;37;19;2;24;"female";"Oslo"
32313;8;480;128;118;103;3;24;"female";"Oslo"
32313;9;711;9;144;92;1;24;"female";"Oslo"
32313;10;67;70;62;89;1;24;"female";"Oslo"
32313;11;663;72;30;24;2;24;"female";"Oslo"
32313;12;890;21;133;79;3;24;"female";"Oslo"
15183;1;847;104;64;23;2;32;"male";"Vestland"
15183;2;85;113;19;127;3;32;"male";"Vestland"
15183;3;165;112;64;42;3;32;"male";"Vestland"
15183;4;648;83;122;52;3;32;"male";"Vestland"
15183;5;51;129;122;64;3;32;"male";"Vestland"
15183;6;74;48;116;53;1;32;"male";"Vestland"
15183;7;178;139;39;67;3;32;"male";"Vestland"
15183;8;362;64;77;94;3;32;"male";"Vestland"
15183;9;236;87;81;116;3;32;"male";"Vestland"
15183;10;610;107;57;80;2;32;"male";"Vestland"
15183;11;330;125;100;55;1;32;"male";"Vestland"
15183;12;726;52;29;12;2;32;"male";"Vestland"
16180;1;127;38;88;134;2;32;"female";"Oslo"
16180;2;972;122;66;88;1;32;"female";"Oslo"
16180;3;212;106;97;16;2;32;"female";"Oslo"
16180;4;686;19;59;100;2;32;"female";"Oslo"
16180;5;785;68;8;21;1;32;"female";"Oslo"
16180;6;958;108;52;36;2;32;"female";"Oslo"
16180;7;814;29;43;73;1;32;"female";"Oslo"
16180;8;310;46;95;20;3;32;"female";"Oslo"
16180;9;931;136;85;35;2;32;"female";"Oslo"
16180;10;744;60;12;38;3;32;"female";"Oslo"
16180;11;878;54;45;34;2;32;"female";"Oslo"
16180;12;243;17;142;64;3;32;"female";"Oslo"
28168;1;862;101;6;21;1;30;"female";"Oslo"
28168;2;847;104;64;23;3;30;"female";"Oslo"
28168;3;792;10;32;140;3;30;"female";"Oslo"
28168;4;113;115;11;59;3;30;"female";"Oslo"
28168;5;983;76;56;107;3;30;"female";"Oslo"
28168;6;619;46;116;124;2;30;"female";"Oslo"
28168;7;903;83;86;3;1;30;"female";"Oslo"
28168;8;477;120;37;19;2;30;"female";"Oslo"
28168;9;975;117;38;3;3;30;"female";"Oslo"
28168;10;151;95;15;93;3;30;"female";"Oslo"
28168;11;666;65;130;69;3;30;"female";"Oslo"
28168;12;614;40;86;8;3;30;"female";"Oslo"
25173;1;767;3;52;18;2;27;"female";"Trøndelag"
25173;2;160;68;45;60;3;27;"female";"Trøndelag"
25173;3;391;134;10;55;3;27;"female";"Trøndelag"
25173;4;155;55;114;21;3;27;"female";"Trøndelag"
25173;5;426;65;67;50;3;27;"female";"Trøndelag"
25173;6;5;30;68;19;3;27;"female";"Trøndelag"
25173;7;326;132;48;128;2;27;"female";"Trøndelag"
25173;8;784;22;68;128;3;27;"female";"Trøndelag"
25173;9;280;18;94;58;3;27;"female";"Trøndelag"
25173;10;800;132;83;56;2;27;"female";"Trøndelag"
25173;11;789;126;12;30;2;27;"female";"Trøndelag"
25173;12;567;94;65;26;3;27;"female";"Trøndelag"
10097;1;843;30;68;10;3;32;"female";"Oslo"
10097;2;932;45;12;51;3;32;"female";"Oslo"
10097;3;238;48;113;78;2;32;"female";"Oslo"
10097;4;764;8;93;107;3;32;"female";"Oslo"
10097;5;339;66;77;50;1;32;"female";"Oslo"
10097;6;985;124;84;73;2;32;"female";"Oslo"
10097;7;39;86;40;130;2;32;"female";"Oslo"
10097;8;822;80;38;60;2;32;"female";"Oslo"
10097;9;986;3;89;44;3;32;"female";"Oslo"
10097;10;137;86;19;17;2;32;"female";"Oslo"
10097;11;455;48;124;62;1;32;"female";"Oslo"
10097;12;738;93;131;98;2;32;"female";"Oslo"
31538;1;560;12;52;71;1;33;"male";"Oslo"
31538;2;589;91;114;34;2;33;"male";"Oslo"
31538;3;83;2;116;134;2;33;"male";"Oslo"
31538;4;696;88;81;82;3;33;"male";"Oslo"
31538;5;879;12;34;94;1;33;"male";"Oslo"
31538;6;39;86;40;130;2;33;"male";"Oslo"
31538;7;196;82;3;7;3;33;"male";"Oslo"
31538;8;769;44;21;142;2;33;"male";"Oslo"
31538;9;680;28;94;76;1;33;"male";"Oslo"
31538;10;286;135;55;13;1;33;"male";"Oslo"
31538;11;606;47;108;90;3;33;"male";"Oslo"
31538;12;500;45;12;72;2;33;"male";"Oslo"
29981;1;985;124;84;73;1;21;"female";"Innlandet"
29981;2;784;22;68;128;1;21;"female";"Innlandet"
29981;3;344;139;60;136;1;21;"female";"Innlandet"
29981;4;310;46;95;20;3;21;"female";"Innlandet"
29981;5;459;133;117;43;3;21;"female";"Innlandet"
29981;6;944;64;81;97;2;21;"female";"Innlandet"
29981;7;20;56;12;73;3;21;"female";"Innlandet"
29981;8;872;6;120;126;2;21;"female";"Innlandet"
29981;9;195;4;135;131;3;21;"female";"Innlandet"
29981;10;861;20;96;108;1;21;"female";"Innlandet"
29981;11;164;9;100;120;1;21;"female";"Innlandet"
29981;12;52;42;133;19;2;21;"female";"Innlandet"
8989;1;876;57;95;73;3;18;"male";"Agder"
8989;2;534;112;91;68;1;18;"male";"Agder"
8989;3;177;93;131;10;3;18;"male";"Agder"
8989;4;554;108;37;104;3;18;"male";"Agder"
8989;5;827;3;55;30;3;18;"male";"Agder"
8989;6;84;96;3;35;2;18;"male";"Agder"
8989;7;523;19;134;130;2;18;"male";"Agder"
8989;8;633;6;123;73;3;18;"male";"Agder"
8989;9;951;84;98;34;2;18;"male";"Agder"
8989;10;392;133;109;102;2;18;"male";"Agder"
8989;11;302;116;29;90;3;18;"male";"Agder"
8989;12;597;64;57;65;2;18;"male";"Agder"
14536;1;877;29;70;47;3;20;"male";"Viken"
14536;2;706;134;43;137;3;20;"male";"Viken"
14536;3;619;46;116;124;1;20;"male";"Viken"
14536;4;589;91;114;34;1;20;"male";"Viken"
14536;5;430;125;57;41;3;20;"male";"Viken"
14536;6;710;114;48;102;1;20;"male";"Viken"
14536;7;761;77;132;10;2;20;"male";"Viken"
14536;8;712;18;106;136;1;20;"male";"Viken"
14536;9;428;40;62;46;3;20;"male";"Viken"
14536;10;672;79;20;136;3;20;"male";"Viken"
14536;11;250;22;9;119;2;20;"male";"Viken"
14536;12;804;103;28;17;2;20;"male";"Viken"
25541;1;429;20;51;4;2;29;"male";"Oslo"
25541;2;398;25;25;111;1;29;"male";"Oslo"
25541;3;528;80;57;84;2;29;"male";"Oslo"
25541;4;983;76;56;107;2;29;"male";"Oslo"
25541;5;381;64;95;50;2;29;"male";"Oslo"
25541;6;545;87;76;116;3;29;"male";"Oslo"
25541;7;40;126;102;54;3;29;"male";"Oslo"
25541;8;936;128;53;43;3;29;"male";"Oslo"
25541;9;522;123;11;41;3;29;"male";"Oslo"
25541;10;473;98;56;102;1;29;"male";"Oslo"
25541;11;200;5;48;30;3;29;"male";"Oslo"
25541;12;978;49;20;144;1;29;"male";"Oslo"
7216;1;125;38;93;64;2;26;"female";"Oslo"
7216;2;265;123;57;45;2;26;"female";"Oslo"
7216;3;775;91;50;120;3;26;"female";"Oslo"
7216;4;903;83;86;3;2;26;"female";"Oslo"
7216;5;186;57;116;118;3;26;"female";"Oslo"
7216;6;573;5;137;44;1;26;"female";"Oslo"
7216;7;252;78;11;48;3;26;"female";"Oslo"
7216;8;458;40;103;97;2;26;"female";"Oslo"
7216;9;152;114;38;36;1;26;"female";"Oslo"
7216;10;831;83;87;45;2;26;"female";"Oslo"
7216;11;54;10;117;64;3;26;"female";"Oslo"
7216;12;919;142;128;31;3;26;"female";"Oslo"
18983;1;538;19;87;106;2;45;"male";"Nordland"
18983;2;235;132;133;68;3;45;"male";"Nordland"
18983;3;289;28;123;48;2;45;"male";"Nordland"
18983;4;185;91;4;59;1;45;"male";"Nordland"
18983;5;765;21;45;74;3;45;"male";"Nordland"
18983;6;413;142;123;24;3;45;"male";"Nordland"
18983;7;627;31;11;103;2;45;"male";"Nordland"
18983;8;522;123;11;41;1;45;"male";"Nordland"
18983;9;309;124;124;125;1;45;"male";"Nordland"
18983;10;54;10;117;64;1;45;"male";"Nordland"
18983;11;205;81;57;33;2;45;"male";"Nordland"
18983;12;875;64;66;55;1;45;"male";"Nordland"
30394;1;779;141;83;11;2;48;"female";"Nordland"
30394;2;537;112;144;63;1;48;"female";"Nordland"
30394;3;564;97;56;72;3;48;"female";"Nordland"
30394;4;794;123;93;126;3;48;"female";"Nordland"
30394;5;391;134;10;55;3;48;"female";"Nordland"
30394;6;409;76;77;133;2;48;"female";"Nordland"
30394;7;727;65;43;19;1;48;"female";"Nordland"
30394;8;346;65;131;53;3;48;"female";"Nordland"
30394;9;160;68;45;60;3;48;"female";"Nordland"
30394;10;468;75;115;66;3;48;"female";"Nordland"
30394;11;509;7;66;106;1;48;"female";"Nordland"
30394;12;920;116;47;51;2;48;"female";"Nordland"
29825;1;57;30;103;92;2;28;"female";"Nordland"
29825;2;457;46;71;112;3;28;"female";"Nordland"
29825;3;617;107;92;52;3;28;"female";"Nordland"
29825;4;357;124;11;113;2;28;"female";"Nordland"
29825;5;279;100;5;6;2;28;"female";"Nordland"
29825;6;270;121;100;101;3;28;"female";"Nordland"
29825;7;878;54;45;34;3;28;"female";"Nordland"
29825;8;646;115;102;100;3;28;"female";"Nordland"
29825;9;347;108;41;103;3;28;"female";"Nordland"
29825;10;129;44;10;97;3;28;"female";"Nordland"
29825;11;218;12;135;1;3;28;"female";"Nordland"
29825;12;618;29;3;58;3;28;"female";"Nordland"
42237;1;881;118;4;74;3;35;"male";"Innlandet"
42237;2;698;97;108;108;1;35;"male";"Innlandet"
42237;3;337;66;26;83;3;35;"male";"Innlandet"
42237;4;797;115;73;55;3;35;"male";"Innlandet"
42237;5;26;29;114;74;3;35;"male";"Innlandet"
42237;6;539;126;66;17;2;35;"male";"Innlandet"
42237;7;981;56;90;24;2;35;"male";"Innlandet"
42237;8;519;21;28;22;2;35;"male";"Innlandet"
42237;9;956;5;6;68;1;35;"male";"Innlandet"
42237;10;757;28;126;77;3;35;"male";"Innlandet"
42237;11;666;65;130;69;3;35;"male";"Innlandet"
42237;12;553;15;2;47;1;35;"male";"Innlandet"
1041;1;724;21;104;31;2;23;"male";"Oslo"
1041;2;390;69;70;7;3;23;"male";"Oslo"
1041;3;498;64;98;22;2;23;"male";"Oslo"
1041;4;222;56;108;110;1;23;"male";"Oslo"
1041;5;671;116;75;140;2;23;"male";"Oslo"
1041;6;861;20;96;108;2;23;"male";"Oslo"
1041;7;657;21;59;74;3;23;"male";"Oslo"
1041;8;960;64;105;52;3;23;"male";"Oslo"
1041;9;421;112;124;44;3;23;"male";"Oslo"
1041;10;57;30;103;92;3;23;"male";"Oslo"
1041;11;660;129;138;89;3;23;"male";"Oslo"
1041;12;163;57;144;80;3;23;"male";"Oslo"
15426;1;985;124;84;73;2;24;"male";"Nordland"
15426;2;238;48;113;78;3;24;"male";"Nordland"
15426;3;673;117;28;135;3;24;"male";"Nordland"
15426;4;578;80;66;13;2;24;"male";"Nordland"
15426;5;516;26;17;63;1;24;"male";"Nordland"
15426;6;330;125;100;55;3;24;"male";"Nordland"
15426;7;225;114;37;89;3;24;"male";"Nordland"
15426;8;389;51;30;25;2;24;"male";"Nordland"
15426;9;117;79;133;102;1;24;"male";"Nordland"
15426;10;537;112;144;63;3;24;"male";"Nordland"
15426;11;648;83;122;52;3;24;"male";"Nordland"
15426;12;55;137;38;21;2;24;"male";"Nordland"
41159;1;217;8;108;133;3;22;"female";"Nordland"
41159;2;597;64;57;65;3;22;"female";"Nordland"
41159;3;557;19;79;98;1;22;"female";"Nordland"
41159;4;658;44;10;103;3;22;"female";"Nordland"
41159;5;682;15;61;37;3;22;"female";"Nordland"
41159;6;415;30;94;99;1;22;"female";"Nordland"
41159;7;134;44;100;76;1;22;"female";"Nordland"
41159;8;711;9;144;92;3;22;"female";"Nordland"
41159;9;957;120;38;124;2;22;"female";"Nordland"
41159;10;873;78;37;5;1;22;"female";"Nordland"
41159;11;688;64;122;109;3;22;"female";"Nordland"
41159;12;913;31;35;115;3;22;"female";"Nordland"
8284;1;757;28;126;77;2;27;"male";"Oslo"
8284;2;941;64;114;23;2;27;"male";"Oslo"
8284;3;988;127;51;36;3;27;"male";"Oslo"
8284;4;447;38;114;41;1;27;"male";"Oslo"
8284;5;821;122;21;41;3;27;"male";"Oslo"
8284;6;104;143;130;20;3;27;"male";"Oslo"
8284;7;996;140;100;95;3;27;"male";"Oslo"
8284;8;831;83;87;45;3;27;"male";"Oslo"
8284;9;711;9;144;92;3;27;"male";"Oslo"
8284;10;468;75;115;66;3;27;"male";"Oslo"
8284;11;210;96;3;86;1;27;"male";"Oslo"
8284;12;349;67;67;111;3;27;"male";"Oslo"
44782;1;401;102;141;85;3;50;"male";"Oslo"
44782;2;737;96;88;25;2;50;"male";"Oslo"
44782;3;258;110;131;24;3;50;"male";"Oslo"
44782;4;177;93;131;10;1;50;"male";"Oslo"
44782;5;386;115;47;74;2;50;"male";"Oslo"
44782;6;141;56;126;130;3;50;"male";"Oslo"
44782;7;24;2;65;21;1;50;"male";"Oslo"
44782;8;945;46;138;88;2;50;"male";"Oslo"
44782;9;963;123;30;44;1;50;"male";"Oslo"
44782;10;466;47;76;64;2;50;"male";"Oslo"
44782;11;130;140;89;10;3;50;"male";"Oslo"
44782;12;165;112;64;42;2;50;"male";"Oslo"
29502;1;703;46;89;64;3;35;"female";"Trøndelag"
29502;2;588;86;12;88;3;35;"female";"Trøndelag"
29502;3;377;102;58;75;1;35;"female";"Trøndelag"
29502;4;781;10;42;38;3;35;"female";"Trøndelag"
29502;5;170;45;82;1;3;35;"female";"Trøndelag"
29502;6;445;20;35;10;1;35;"female";"Trøndelag"
29502;7;710;114;48;102;3;35;"female";"Trøndelag"
29502;8;874;28;24;31;3;35;"female";"Trøndelag"
29502;9;234;28;69;27;3;35;"female";"Trøndelag"
29502;10;422;20;125;10;2;35;"female";"Trøndelag"
29502;11;508;101;126;56;3;35;"female";"Trøndelag"
29502;12;880;14;63;74;3;35;"female";"Trøndelag"
12473;1;64;21;90;34;1;27;"male";"Oslo"
12473;2;80;9;36;39;3;27;"male";"Oslo"
12473;3;483;75;125;64;2;27;"male";"Oslo"
12473;4;548;76;78;104;1;27;"male";"Oslo"
12473;5;987;64;117;69;2;27;"male";"Oslo"
12473;6;475;19;142;55;3;27;"male";"Oslo"
12473;7;291;2;51;71;2;27;"male";"Oslo"
12473;8;765;21;45;74;1;27;"male";"Oslo"
12473;9;343;64;99;68;2;27;"male";"Oslo"
12473;10;323;135;21;74;2;27;"male";"Oslo"
12473;11;479;50;20;124;3;27;"male";"Oslo"
12473;12;560;12;52;71;1;27;"male";"Oslo"
43802;1;450;139;134;21;2;28;"female";"Vestland"
43802;2;111;29;59;45;1;28;"female";"Vestland"
43802;3;791;21;90;84;3;28;"female";"Vestland"
43802;4;963;123;30;44;3;28;"female";"Vestland"
43802;5;905;123;111;54;3;28;"female";"Vestland"
43802;6;317;10;85;13;3;28;"female";"Vestland"
43802;7;807;84;44;128;1;28;"female";"Vestland"
43802;8;222;56;108;110;3;28;"female";"Vestland"
43802;9;287;1;76;108;2;28;"female";"Vestland"
43802;10;734;20;12;138;1;28;"female";"Vestland"
43802;11;585;28;121;37;3;28;"female";"Vestland"
43802;12;292;16;4;83;3;28;"female";"Vestland"
44042;1;226;66;135;60;3;21;"male";"Vestland"
44042;2;790;51;46;142;3;21;"male";"Vestland"
44042;3;890;21;133;79;3;21;"male";"Vestland"
44042;4;684;12;23;71;1;21;"male";"Vestland"
44042;5;297;55;8;139;1;21;"male";"Vestland"
44042;6;860;142;116;110;3;21;"male";"Vestland"
44042;7;605;127;10;77;1;21;"male";"Vestland"
44042;8;637;141;59;11;2;21;"male";"Vestland"
44042;9;811;102;37;30;3;21;"male";"Vestland"
44042;10;39;86;40;130;3;21;"male";"Vestland"
44042;11;237;112;47;143;2;21;"male";"Vestland"
44042;12;165;112;64;42;3;21;"male";"Vestland"
13301;1;619;46;116;124;3;30;"female";"Viken"
13301;2;33;66;13;140;2;30;"female";"Viken"
13301;3;83;2;116;134;3;30;"female";"Viken"
13301;4;396;76;46;78;1;30;"female";"Viken"
13301;5;866;30;130;47;3;30;"female";"Viken"
13301;6;277;18;101;90;1;30;"female";"Viken"
13301;7;209;11;113;44;3;30;"female";"Viken"
13301;8;76;100;112;77;3;30;"female";"Viken"
13301;9;94;90;75;77;1;30;"female";"Viken"
13301;10;803;99;77;87;3;30;"female";"Viken"
13301;11;30;62;12;129;2;30;"female";"Viken"
13301;12;217;8;108;133;3;30;"female";"Viken"
7134;1;946;77;91;33;2;30;"female";"Vestfold og Telemark"
7134;2;175;83;124;76;2;30;"female";"Vestfold og Telemark"
7134;3;374;12;115;61;2;30;"female";"Vestfold og Telemark"
7134;4;323;135;21;74;3;30;"female";"Vestfold og Telemark"
7134;5;115;132;55;97;1;30;"female";"Vestfold og Telemark"
7134;6;377;102;58;75;2;30;"female";"Vestfold og Telemark"
7134;7;850;124;7;3;3;30;"female";"Vestfold og Telemark"
7134;8;608;95;44;19;3;30;"female";"Vestfold og Telemark"
7134;9;465;93;76;33;3;30;"female";"Vestfold og Telemark"
7134;10;358;10;71;51;2;30;"female";"Vestfold og Telemark"
7134;11;682;15;61;37;1;30;"female";"Vestfold og Telemark"
7134;12;424;9;30;48;1;30;"female";"Vestfold og Telemark"
34523;1;938;122;1;138;3;31;"male";"Oslo"
34523;2;96;85;57;38;1;31;"male";"Oslo"
34523;3;538;19;87;106;3;31;"male";"Oslo"
34523;4;397;53;107;40;1;31;"male";"Oslo"
34523;5;404;1;140;134;3;31;"male";"Oslo"
34523;6;742;82;117;50;2;31;"male";"Oslo"
34523;7;148;125;46;131;3;31;"male";"Oslo"
34523;8;989;45;47;19;3;31;"male";"Oslo"
34523;9;980;53;131;13;3;31;"male";"Oslo"
34523;10;862;101;6;21;2;31;"male";"Oslo"
34523;11;937;51;49;39;2;31;"male";"Oslo"
34523;12;392;133;109;102;3;31;"male";"Oslo"
22812;1;935;88;56;12;1;30;"male";"Agder"
22812;2;714;114;123;2;2;30;"male";"Agder"
22812;3;593;1;77;27;1;30;"male";"Agder"
22812;4;447;38;114;41;3;30;"male";"Agder"
22812;5;338;41;3;61;3;30;"male";"Agder"
22812;6;744;60;12;38;2;30;"male";"Agder"
22812;7;243;17;142;64;1;30;"male";"Agder"
22812;8;106;57;11;100;3;30;"male";"Agder"
22812;9;887;2;77;22;3;30;"male";"Agder"
22812;10;11;83;122;47;3;30;"male";"Agder"
22812;11;625;51;43;108;3;30;"male";"Agder"
22812;12;364;66;143;90;2;30;"male";"Agder"
40895;1;386;115;47;74;1;19;"female";"Vestland"
40895;2;403;97;49;14;2;19;"female";"Vestland"
40895;3;461;58;17;102;3;19;"female";"Vestland"
40895;4;141;56;126;130;3;19;"female";"Vestland"
40895;5;31;20;95;2;1;19;"female";"Vestland"
40895;6;926;115;92;140;2;19;"female";"Vestland"
40895;7;115;132;55;97;3;19;"female";"Vestland"
40895;8;790;51;46;142;3;19;"female";"Vestland"
40895;9;94;90;75;77;2;19;"female";"Vestland"
40895;10;714;114;123;2;3;19;"female";"Vestland"
40895;11;16;102;130;44;3;19;"female";"Vestland"
40895;12;709;140;24;31;2;19;"female";"Vestland"
10640;1;420;50;9;67;3;23;"female";"Oslo"
10640;2;178;139;39;67;2;23;"female";"Oslo"
10640;3;417;82;75;75;3;23;"female";"Oslo"
10640;4;464;64;53;70;1;23;"female";"Oslo"
10640;5;412;131;55;93;3;23;"female";"Oslo"
10640;6;177;93;131;10;2;23;"female";"Oslo"
10640;7;524;102;114;60;2;23;"female";"Oslo"
10640;8;437;44;124;16;3;23;"female";"Oslo"
10640;9;924;29;85;85;2;23;"female";"Oslo"
10640;10;578;80;66;13;3;23;"female";"Oslo"
10640;11;562;97;55;58;3;23;"female";"Oslo"
10640;12;204;115;39;60;2;23;"female";"Oslo"
20742;1;175;83;124;76;3;29;"female";"Oslo"
20742;2;947;88;100;76;2;29;"female";"Oslo"
20742;3;373;47;62;121;3;29;"female";"Oslo"
20742;4;646;115;102;100;1;29;"female";"Oslo"
20742;5;464;64;53;70;1;29;"female";"Oslo"
20742;6;384;122;101;134;3;29;"female";"Oslo"
20742;7;122;124;30;74;3;29;"female";"Oslo"
20742;8;399;28;50;130;2;29;"female";"Oslo"
20742;9;403;97;49;14;3;29;"female";"Oslo"
20742;10;315;139;30;107;1;29;"female";"Oslo"
20742;11;259;144;28;87;1;29;"female";"Oslo"
20742;12;494;31;6;40;3;29;"female";"Oslo"
10326;1;865;55;43;73;3;39;"male";"Oslo"
10326;2;760;141;12;45;2;39;"male";"Oslo"
10326;3;289;28;123;48;3;39;"male";"Oslo"
10326;4;48;28;68;85;2;39;"male";"Oslo"
10326;5;331;136;48;6;3;39;"male";"Oslo"
10326;6;100;91;44;144;3;39;"male";"Oslo"
10326;7;108;104;29;104;2;39;"male";"Oslo"
10326;8;301;42;12;81;1;39;"male";"Oslo"
10326;9;10;42;72;56;3;39;"male";"Oslo"
10326;10;170;45;82;1;3;39;"male";"Oslo"
10326;11;280;18;94;58;3;39;"male";"Oslo"
10326;12;348;79;56;125;3;39;"male";"Oslo"
27510;1;999;99;55;29;3;22;"female";"Oslo"
27510;2;402;135;93;79;3;22;"female";"Oslo"
27510;3;209;11;113;44;2;22;"female";"Oslo"
27510;4;468;75;115;66;2;22;"female";"Oslo"
27510;5;827;3;55;30;1;22;"female";"Oslo"
